"ZHH9259AL      ","AF/TRXLPE/S(F)ALPE 500/16 20KV","1x500 AR2XHP+AL Foil 12/20 kV ","F12",20.000     ,1     ,"TRX",500.00   ,"500.00    ","I25","SH7","T01","BZA","HDP","MTR","S32","AL ","PCT",.000     ,.000     ,.00        ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9260        ","AF/TRXLPE/S(F)PE 630/16 20KV  ","1x630 AR2XHP 12/20 kV         ","F12",20.000     ,1     ,"TRX",630.00   ,"630       ","I25","SH7","T01","BZA","HDP","MTR","S32","AL ","PCT",3.123    ,6.885    ,54.10      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9261        ","AF/TRXLPE/S(F)PE 800/16 20KV  ","1x800 AR2XHP 12/20 kV         ","F12",20.000     ,1     ,"TRX",800.00   ,"800.00    ","I25","SH7","T01","BZA","HDP","MTR","S32","AL ","PCT",3.858    ,8.505    ,58.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9262        ","CL5CU/EPR/CWS/FR 70/6 25K C105","1x70 CR52EHFR 15/25 kV Coord  ","F12",25.100     ,1     ,"EPR",70.00    ,"70        ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",1.470    ,3.241    ,33.60      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9262R       ","CL5CU/EPR/S/FR  70/17 25K C105","1x70 CR52EHFR 15/25 kV Coord  ","F12",25.100     ,1     ,"EPR",70.00    ,"70        ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",1.562    ,3.444    ,34.60      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH92625       ","DEL                           ","                              ","F12",25.100     ,1     ,"EPR",70.00    ,"70        ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",1.470    ,3.241    ,33.60      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9263        ","CL5C/EPR/CWS/FR 150/6 25K C105","1x150 CR52EHFR 15/25 kV Coord ","F12",25.100     ,1     ,"EPR",150.00   ,"150       ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",2.298    ,5.066    ,37.90      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9264        ","CL5C/EPR/CWS/FR 185/6 25K C105","1x185 CR52EHFR 15/25 kV Coord ","F12",25.100     ,1     ,"EPR",185.00   ,"185       ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",2.683    ,5.915    ,40.20      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9264R       ","CL5C/EPR/S/FR 185/17 25K C105 ","1x185 CR52EHFR 15/25 kV Coord ","F12",25.100     ,1     ,"EPR",185.00   ,"185       ","I37","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",2.775    ,6.118    ,41.20      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9265        ","CL5C/EPR/CWS/FR 240/6 25K C105","1x240 CR52EHFR 15/25 kV Coord ","F12",25.100     ,1     ,"EPR",240.00   ,"240       ","I36","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",3.129    ,6.898    ,41.80      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9265R       ","CL5C/EPR/S/FR 240/17 25K C105 ","1x240 CR52EHFR 15/25 kV Coord ","F12",25.100     ,1     ,"EPR",240.00   ,"240       ","I36","SH2","T04","BZA","HFR","MTR","S32","CU ","   ",3.221    ,7.101    ,42.80      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9303        ","CUF/TRXLPE/S(F)PE 400/16 20KV ","1x400 CR2XHP 12/20 kV         ","F12",20.000     ,1     ,"TRX",400.00   ,"400       ","I25","SH7","T01","BZA","HDP","MTR","S32","CU ","PCT",4.625    ,10.196   ,46.30      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9310        ","CF/EPR/S(F)PE 400/16 20K C/105","1x400 CR2E2HP 12/20 kV Coord  ","F12",20.000     ,1     ,"EPR",400.00   ,"400       ","I35","SH7","T04","BZA","HDP","MTR","S32","CU ","PCT",4.607    ,10.157   ,44.30      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9583        ","CL5CU/TRXL/W+T/FR  70/17 25KV ","1x70 CR5XHFR 15/25 kV         ","F12",25.100     ,1     ,"TRX",70.00    ,"70        ","   ","SH7","T01","BZA","HFR","MTR","SA0","CU ","   ",1.732    ,3.818    ,38.20      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9584        ","CL5CU/TRXL/W+T/FR 185/17 25KV ","1x185 CR5XHFR 15/25 kV        ","F12",25.100     ,1     ,"TRX",185.00   ,"185       ","   ","SH7","T01","BZA","HFR","MTR","SA0","CU ","   ",2.979    ,6.568    ,44.80      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9585        ","CL5CU/TRXL/W+T/FR 240/17 25KV ","1x240 CR5XHFR 15/25 kV        ","F12",25.100     ,1     ,"TRX",240.00   ,"240       ","   ","SH7","T01","BZA","HFR","MTR","SA0","CU ","   ",3.539    ,7.802    ,47.60      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9586        ","CL5/HEPR/CT+CW/HDFR 240/66 3KV","1x240 CR52EHFR 1.8/3 kV Coord ","F12",3.000      ,1     ,"EPR",240.00   ,"240       ","   ","SH2","   ","BZA","HFR","MTR","S32","CU ","   ",3.387    ,7.467    ,38.10      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9594        ","CL5/EPR/CT+CW/HDFR  70/17 35KV","1x70  CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",70.00    ,"70        ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",1.945    ,4.288    ,38.90      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9595        ","CL5/EPR/CT+CW/HDFR  95/17 35KV","1x95  CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",95.00    ,"95        ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",2.276    ,5.018    ,41.20      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9596        ","CL5/EPR/CT+CW/HDFR 120/17 35KV","1x120 CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",120.00   ,"120       ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",2.545    ,5.611    ,42.10      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9597        ","CL5/EPR/CT+CW/HDFR 150/17 35KV","1x150 CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",150.00   ,"150       ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",2.834    ,6.248    ,43.40      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9598        ","CL5/EPR/CT+CW/HDFR 185/17 35KV","1x185 CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",185.00   ,"185       ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",3.068    ,6.764    ,43.50      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9599        ","CL5/EPR/CT+CW/HDFR 240/17 35KV","1x240 CR52EHFR 20/35 kV Coord ","F12",35.100     ,1     ,"EPR",240.00   ,"240       ","   ","SH7","   ","BZA","HFR","MTR","SA0","CU ","   ",3.632    ,8.007    ,46.10      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9649        ","AF/HEPR/S(F)PE  50/10 15K C/90","1x50  AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",50.00    ,"50        ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",.539     ,1.188    ,23.80      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9650        ","AF/HEPR/S(F)PE  70/10 15K C/90","1x70  AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",70.00    ,"70        ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",.649     ,1.431    ,25.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9651        ","AF/HEPR/S(F)PE  95/10 15K C/90","1x95  AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",95.00    ,"95        ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",.755     ,1.664    ,27.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9652        ","AF/HEPR/S(F)PE 120/10 15K C/90","1x120 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",120.00   ,"120       ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",.855     ,1.885    ,29.20      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9653        ","AF/HEPR/S(F)PE 150/10 15K C/90","1x150 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",150.00   ,"150       ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",.954     ,2.103    ,30.50      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9654        ","AF/HEPR/S(F)PE 185/10 15K C/90","1x185 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",185.00   ,"185       ","I32","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",1.101    ,2.427    ,32.60      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9655        ","AF/HEPR/S(F)PE 240/10 15K C/90","1x240 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",240.00   ,"240       ","I33","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",1.385    ,3.053    ,36.10      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9656        ","AF/HEPR/S(F)PE 300/10 15K C/90","1x300 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",300.00   ,"300.00    ","I33","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",1.619    ,3.569    ,38.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9657        ","AF/HEPR/S(F)PE 400/10 15K C/90","1x400 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",400.00   ,"400       ","I33","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",2.018    ,4.449    ,42.50      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9658        ","AF/HEPR/S(F)PE 500/10 15K C/90","1x500 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",500.00   ,"500.00    ","I33","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",2.358    ,5.199    ,45.50      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9659        ","AF/HEPR/S(F)PE 630/10 15K C/90","1x630 AR2EHP 8.7/15 kV Coord  ","F12",15.000     ,1     ,"EPR",630.00   ,"630       ","I33","SH7","T01","BZA","MDP","MTR","S32","AL ","PCT",2.830    ,6.239    ,49.90      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9663        ","CL5/XLPE/CWS/PVC  400/10 1KV  ","                              ","   ",1.000      ,1     ,"   ",400.00   ,"400       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",4.050    ,8.929    ,37.50      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9664        ","CL5/XLPE/CWS/PVC  185/10 1KV  ","                              ","   ",1.000      ,1     ,"   ",185.00   ,"185       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",1.946    ,4.290    ,27.00      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9665        ","CL5/HEPR/CWS/PVC  400/10 1KV  ","FG7H1R 1x400/10 0.6/1 kV      ","   ",1.000      ,1     ,"   ",400.00   ,"400       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",4.012    ,8.845    ,37.50      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9666        ","CL5/HEPR/CWS/PVC  185/10 1KV  ","FG7H1R 1x185/10 0.6/1 kV      ","   ",1.000      ,1     ,"   ",185.00   ,"185       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",1.927    ,4.248    ,27.00      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9705        ","CUF/EPR/S(F)PE  50/10 25KV F90","1x50  CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",50.00    ,"50        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.227    ,2.705    ,32.00      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9706        ","CUF/EPR/S(F)PE  70/10 25KV F90","1x70  CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",70.00    ,"70        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.442    ,3.179    ,33.90      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9707        ","CUF/EPR/S(F)PE  95/10 25KV F90","1x95  CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",95.00    ,"95        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.754    ,3.867    ,35.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9708        ","CUF/EPR/S(F)PE 120/10 25KV F90","1x120 CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",120.00   ,"120       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",2.039    ,4.495    ,37.40      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9709        ","CUF/EPR/S(F)PE 150/10 25KV F90","1x150 CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",150.00   ,"150       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",2.325    ,5.126    ,38.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9710        ","CUF/EPR/S(F)PE 240/10 25KV F90","1x240 CR2EHP 15/25 kV         ","F12",25.100     ,1     ,"EPR",240.00   ,"240       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",3.347    ,7.379    ,43.10      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9711        ","CUF/TRXLPE/S(F)PE  50/10 25KV ","1x50  CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",50.00    ,"50        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.139    ,2.511    ,32.00      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9712        ","CUF/TRXLPE/S(F)PE  70/10 25KV ","1x70  CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",70.00    ,"70        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.345    ,2.965    ,33.90      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9713        ","CUF/TRXLPE/S(F)PE  95/10 25KV ","1x95  CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",95.00    ,"95        ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.647    ,3.631    ,35.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9714        ","CUF/TRXLPE/S(F)PE 120/10 25KV ","1x120 CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",120.00   ,"120       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",1.924    ,4.242    ,37.40      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9715        ","CUF/TRXLPE/S(F)PE 150/10 25KV ","1x150 CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",150.00   ,"150       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",2.203    ,4.857    ,38.70      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9716        ","CUF/TRXLPE/S(F)PE 240/10 25KV ","1x240 CR2XHP 15/25 kV         ","F12",25.100     ,1     ,"TRX",240.00   ,"240       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",3.202    ,7.059    ,43.10      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9727        ","CF/EPR/CWS/HDPE 400/6 35KV F90","1x400 CR2EHP 20/35 kV Full    ","F12",35.100     ,1     ,"EPR",400.00   ,"400       ","   ","SH2","T01","BZA","HDP","MTR","S32","CU ","PCT",5.250    ,11.574   ,53.20      ,"   ","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9728        ","CF/EPR/CWS/PVC  50/6 35KV F90 ","1x50  CR2EHV 20/35 kV Full    ","F12",35.100     ,1     ,"EPR",50.00    ,"50        ","   ","SH2","T01","BZA","PVC","MTR","S32","CU ","PCT",1.549    ,3.415    ,36.10      ,"   ","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9729        ","CF/EPR/CWS/PVC  70/6 35KV F90 ","1x70  CR2EHV 20/35 kV Full    ","F12",35.100     ,1     ,"EPR",70.00    ,"70        ","   ","SH2","T01","BZA","PVC","MTR","S32","CU ","PCT",1.774    ,3.911    ,37.80      ,"   ","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9730        ","CU/XL/CWS(F)/PE 120/25 18/30K ","                              ","F10",30.000     ,1     ,"TRX",120.00   ,"120       ","I26","SH2","T01","ECM","MDP","MTR","S32","CU ","PCT",2.242    ,4.943    ,40.32      ,"ECM","   ","   ","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9731        ","CUF/XLPS/CWS(F)/PE 185/25 15KV","                              ","F10",15.100     ,1     ,"TRX",185.00   ,"185       ","I35","SH2","T01","ECM","MDP","MTR","S32","CU ","PCT",2.444    ,5.388    ,36.32      ,"ECM","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9732        ","CUF/XLPS/CWS(F)/PE 240/25 15KV","                              ","F10",15.100     ,1     ,"TRX",240.00   ,"240       ","I35","SH2","T01","ECM","MDP","MTR","S32","CU ","PCT",3.021    ,6.660    ,38.82      ,"ECM","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9759        ","CL5/HEPR/CWS/PVC  70/10 1KV   ","FG7H1R 1x70/10 0.6/1 kV       ","   ",1.000      ,1     ,"   ",70.00    ,"70        ","   ","   ","   ","   ","   ","   ","   ","   ","   ",.821     ,1.810    ,19.40      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9760        ","CL5/HEPR/CWS/PVC  95/10 1KV   ","FG7H1R 1x95/10 0.6/1 kV       ","   ",1.000      ,1     ,"   ",70.00    ,"70        ","   ","   ","   ","   ","   ","   ","   ","   ","   ",1.041    ,2.295    ,21.50      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9761        ","CL5/HEPR/CWS/PVC 150/10 1KV   ","FG7H1R 1x150/10 0.6/1 kV      ","   ",1.000      ,1     ,"   ",150.00   ,"150       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",1.563    ,3.446    ,24.10      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9832        ","AF/TRXLPE/S(F)PE 120/16 20KV  ","1x120 AR2XHP 12/20 kV         ","F12",20.000     ,1     ,"TRX",120.00   ,"120       ","I25","SH7","T01","BZA","HDP","MTR","S32","AL ","PCT",1.123    ,2.476    ,34.60      ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9832AL      ","AF/TRXLPE/S(F)ALPE 120/16 20KV","1x120 AR2XHP+AL Foil 12/20 kV ","F12",20.000     ,1     ,"TRX",120.00   ,"120       ","I25","SH7","T01","BZA","HDP","MTR","S32","AL ","PCT",.000     ,.000     ,.00        ,"YYY","   ","P&Y","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9973        ","CUT/EPR/S(F)PVC 750/6 25KV    ","1x750 CR2E2HV 15/25 kV Full   ","   ",25.000     ,1     ,"   ",750.00   ,"          ","   ","   ","   ","   ","   ","   ","   ","   ","   ",9.943    ,21.921   ,60.70      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9981        ","CU/EPR/S(F)PVC 1000/6 25KV    ","1x1000 CR2E2HV 15/25 kV Full  ","   ",25.000     ,1     ,"   ",1000.00  ,"1000.00   ","   ","   ","   ","   ","   ","   ","   ","   ","   ",11.492   ,25.336   ,66.40      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9982        ","CUT/EPR/S(F)PVC 70/6 25KV     ","1x70 CR2E2HV 15/25 kV Full    ","   ",25.000     ,1     ,"   ",70.00    ,"70        ","   ","   ","   ","   ","   ","   ","   ","   ","   ",1.489    ,3.283    ,33.60      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9984        ","C/EPR/S/PVC 3*120/6 20KV C/105","3x120 CR2E2HV 12/20 kV Coord. ","   ",20.000     ,1     ,"   ",120.00   ,"120       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",7.539    ,16.621   ,66.20      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH9985        ","C/EPR/S/PVC 3*185/6 20KV C/105","3x185 CR2E2HV 12/20 kV Coord. ","   ",20.000     ,1     ,"   ",185.00   ,"185       ","   ","   ","   ","   ","   ","   ","   ","   ","   ",10.178   ,22.439   ,73.90      ,"   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"1AXC612938     ","UD ALX 2/0 28 KVC 01 PEIN     ","UD 2/0AL, 280TRXLP,20#14,LLDPE","   ",28.000     ,1     ,"TRX",67.00    ,"2/0 AWG   ","I07","SH4","T01","CAN","LDP","AWG","S34","AL ","PRS",1.335    ,2.943    ,34.60      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC612938DY   ","UD ALYX 2/0 CPT 28 KVC 01 PEIN","UD 2/0ALY,280TRXLP,20#14,LLDPE","F11",28.000     ,1     ,"TRX",67.00    ,"2/0 AWG   ","I07","SH4","T01","CAN","LDP","AWG","S34","AL ","PCT",1.311    ,2.890    ,33.80      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC6129583    ","UD ALX 3/0 28 KVC 03 PEIN     ","UD 3/0AL,280 TRXLP,14#16,LLDPE","   ",28.000     ,1     ,"TRX",85.00    ,"3/0 AWG   ","I07","SH4","T01","CAN","LDP","AWG","S74","AL ","PRS",1.217    ,2.683    ,35.30      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61308      ","UD ALX 1/0 35 KVC 01 PEIN     ","UD 1/0AL,345TRXLP,16#14,LLDPE ","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S04","AL ","PRS",1.379    ,3.040    ,37.00      ,"CAN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
"1AXC61308Y     ","UD ALYX 1/0 35 KVC 01 PEIN    ","UD 1/0ALY,345TRXLP,16#14,LLDPE","F11",35.000     ,1     ,"TRX",53.00    ,"1/0 AWG   ","I08","SH4","T03","CAN","LDP","AWG","S04","AL ","PRS",1.383    ,3.049    ,36.90      ,"CAN","   ","YRN","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N01"
