"F1AE32781      ","MV105 ALE 3*4/0+G4AWG 5KV 133%","MV105 3C4/0  +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",107.00   ,"4/0 AWG   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.336    ,2.945    ,2.25       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32783      ","MV105 ALE 3*250+G3AWG 5KV 133%","MV105 3C250  +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",127.00   ,"250 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.493    ,3.292    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32784      ","MV105 ALE 3*300+G3AWG 5KV 133%","MV105 3C300  +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",152.00   ,"300 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.637    ,3.609    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32785      ","MV105 ALE 3*350+G3AWG 5KV 133%","MV105 3C350  +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",177.00   ,"350 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.746    ,3.849    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32786      ","MV105 ALE 3*400+G2AWG 5KV 133%","MV105 3C400  +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",203.00   ,"400 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.983    ,4.372    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32787      ","MV105 ALE 3*500+G 5KV 133     ","MV105 3/C500 +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",253.00   ,"500 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.322    ,5.119    ,2.61       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32788      ","MV105 ALE 3*600+G1AWG 5KV 133%","MV105 3/C600 +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",304.00   ,"600 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.636    ,5.811    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32789      ","MV105 ALE 3*750+G1AWG 5KV 133%","MV105 3/C750 +G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",380.00   ,"750 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",3.070    ,6.768    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE3279       ","MV105 ALE 3/0 15KV 133 CTS(CT)","MV105 3/0AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.340     ,.750     ,1.21       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE32790      ","MV105 ALE 3*800+G1/0 5KV 133% ","MV105 3/C800+G 115EPR, CTS,PVC","F05",5.000      ,3     ,"EPR",405.00   ,"800 MCM   ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",3.226    ,7.112    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE32791      ","MV105 ALE 3*1000+G1/0 5KV 133%","MV105 3/C1000+G 115EPR,CTS,PVC","F05",5.000      ,3     ,"EPR",507.00   ,"1000 MCM  ","I02","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",3.781    ,8.336    ,.00        ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","032","YES","NA1"
"F1AE3281       ","MV105 ALE 4/0 15KV 133 CTS(CT)","MV105 4/0AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.386     ,.851     ,1.28       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE3283       ","MV105 ALE 250 15KV 133 CTS(CT)","MV105 250AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.427     ,.941     ,1.34       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE3285       ","MV105 ALE 350 15KV 133 CTS(CT)","MV105 350AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.486     ,1.071    ,1.44       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE3287       ","MV105 ALE 500 15KV 133 CTS(CT)","MV105 500AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.607     ,1.338    ,1.57       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE3289       ","MV105 ALE 750 15KV 133 CTS(CT)","MV105 750AL, 220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.832     ,1.834    ,1.83       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE3291       ","MV105 ALE 1000 15KV 133 CTS(CT","MV105 1000AL,220EPR, CTS,  PVC","F05",15.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.016    ,2.240    ,2.02       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","025","YES","NA1"
"F1AE33273      ","MV105 ALE 3*2AWG+G6AWG 15 133%","MV105 3/C2AWG+G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",33.00    ,"2 AWG     ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.117    ,2.463    ,2.13       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33274      ","MV105 ALE 3*1AWG+G6AWG 15 133%","MV105 3/C1AWG+G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",42.00    ,"1 AWG     ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.204    ,2.654    ,2.21       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33275      ","MV105 ALE 3*1/0+G6AWG 15K 133%","MV105 3/C1/0 +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",53.00    ,"1/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.300    ,2.866    ,2.30       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33277      ","MV105 ALE 3*2/0+G4AWG 15K 133%","MV105 3/C2/0 +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",67.00    ,"2/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.430    ,3.153    ,2.39       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33279      ","MV105 ALE 3*3/0+G4AWG 15K 133%","MV105 3C3/0  +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",85.00    ,"3/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.598    ,3.523    ,2.53       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33281      ","MV105 ALE 3*4/0+G4AWG 15K 133%","MV105 3/C4/0 +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",107.00   ,"4/0 AWG   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.764    ,3.889    ,2.65       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33283      ","MV105 ALE 3*250+G3AWG 15K 133%","MV105 3C250  +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",127.00   ,"250 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.022    ,4.458    ,2.84       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33284      ","MV105 ALE 3*300+G3AWG 15K 133%","MV105 3C300  +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",152.00   ,"300 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.189    ,4.826    ,2.95       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33285      ","MV105 ALE 3*350+G3AWG 15K 133%","MV105 3C350  +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",177.00   ,"350 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.345    ,5.170    ,3.06       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33286      ","MV105 ALE 3*400+G2AWG 15K 133%","MV105 3C400  +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",203.00   ,"400 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.578    ,5.684    ,3.17       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE33287      ","MV105 ALE 3*500+G2AWG 15K 133%","MV105 3/C500 +G 220EPR,CTS,PVC","F05",15.000     ,3     ,"EPR",253.00   ,"500 MCM   ","I04","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",2.883    ,6.356    ,3.35       ,"3AE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","033","YES","NA1"
"F1AE5074       ","MV105 ALE  1  25KV 100 CTS PVC","MV105 #1 AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",42.00    ,"1 AWG     ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.301     ,.664     ,1.07       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5075       ","MV105 ALE 1/0 25KV 100 CTS(CT)","MV105 1/0AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.324     ,.714     ,1.19       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5077       ","MV105 ALE 2/0 25KV 100 CTS(CT)","MV105 2/0AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.358     ,.789     ,1.25       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5079       ","MV105 ALE 3/0 25KV 100 CTS(CT)","MV105 3/0AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.390     ,.860     ,1.30       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5081       ","MV105 ALE 4/0 25KV 100 CTS(CT)","MV105 4/0AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.430     ,.948     ,1.37       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5083       ","MV105 ALE 250 25KV 100 CTS(CT)","MV105 250AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.465     ,1.025    ,1.41       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5084       ","MV105 ALE 300 25KV 100 CTS(CT)","MV105 300AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",152.00   ,"300 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.492     ,1.085    ,1.46       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5085       ","MV105 ALE 350 25KV 100 CTS(CT)","MV105 350AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.543     ,1.197    ,1.51       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5086       ","MV105 ALE 400 25KV 100 CTS(CT)","MV105 400AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",203.00   ,"400 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.581     ,1.281    ,1.56       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5087       ","MV105 ALE 500 25KV 100 CTS(CT)","MV105 500AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.640     ,1.411    ,1.65       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5088       ","MV105 ALE 600 25KV 100 CTS(CT)","MV105 600AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",304.00   ,"600 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.774     ,1.706    ,1.79       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5089       ","MV105 ALE 750 25KV 100 CTS(CT)","MV105 750AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.858     ,1.892    ,1.93       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5090       ","MV105 ALE 800 25KV 100 CTS(CT)","MV105 800AL, 260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",405.00   ,"800 MCM   ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.932     ,2.055    ,1.96       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5091       ","MV105 ALE 1000 25KV 100CTS(CT)","MV105 1000AL,260EPR, CTS,  PVC","F05",25.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I05","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.025    ,2.260    ,2.07       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","036","YES","NA1"
"F1AE5215       ","MV105 ALE 1/0 35KV 100 CTS    ","MV105 1/0AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.420     ,.926     ,1.39       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA1"
"F1AE5217       ","MV105 ALE 2/0 35KV 100 CTS    ","MV105 2/0AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.451     ,.994     ,1.43       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5219       ","MV105 ALE 3/0 35KV 100 CTS    ","MV105 3/0 AL,345 EPR, CTS, PVC","F05",35.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.091    ,2.405    ,1.48       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5221       ","MV105 ALE 4/0 35KV 100 CTS    ","MV105 4/0AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.523     ,1.153    ,1.54       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5223       ","MV105 ALE 250 35KV 100 CTS    ","MV105 250 AL,345 EPR, CTS, PVC","F05",35.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.567     ,1.250    ,1.59       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5225       ","MV105 ALE 350 35KV 100 CTS    ","MV105 350AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.641     ,1.413    ,1.75       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5227       ","MV105 ALE 500 35KV 100 CTS    ","MV105 500AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.801     ,1.766    ,1.88       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5229       ","MV105 ALE 750 35KV 100 CTS    ","MV105 750AL, 345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.991     ,2.185    ,2.09       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5231       ","MV105 ALE 1000 35KV 100 CTS   ","MV105 1000AL,345EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I08","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.168    ,2.575    ,2.24       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","026","YES","NA1"
"F1AE5235       ","MV105 ALE 1/0 35KV 133 CTS    ","MV105 1/0AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",53.00    ,"1/0 AWG   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.515     ,1.135    ,1.54       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","NA1"
"F1AE5237       ","MV105 ALE 2/0 35KV 133 CTS    ","MV105 2/0AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",67.00    ,"2/0 AWG   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.556     ,1.226    ,1.59       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5239       ","MV105 ALE 3/0 35KV 133 CTS    ","MV105 3/0AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",85.00    ,"3/0 AWG   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.586     ,1.292    ,1.64       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5241       ","MV105 ALE 4/0 35KV 133 CTS    ","MV105 4/0AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",107.00   ,"4/0 AWG   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.674     ,1.486    ,1.75       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5243       ","MV105 ALE 250 35KV 133 CTS    ","MV105 250AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",127.00   ,"250 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.699     ,1.541    ,1.80       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5244       ","MV105 ALE 300 35KV 133 CTS    ","MV105 300 AL, 420 EPR,CTS,PVC ","F05",35.000     ,1     ,"EPR",152.00   ,"300 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.680     ,1.499    ,.00        ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","N01"
"F1AE5245       ","MV105 ALE 350 35KV 133 CTS    ","MV105 350AL, 420EPR, CTS , PVC","F05",35.000     ,1     ,"EPR",177.00   ,"350 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.791     ,1.744    ,1.91       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5246       ","MV105 ALE 400 35KV 133 CTS    ","MV105 400 AL, 420 EPR,CTS,PVC ","F05",35.000     ,1     ,"EPR",203.00   ,"400 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.601     ,1.325    ,.00        ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","N01"
"F1AE5247       ","MV105 ALE 500 35KV 133 CTS    ","MV105 500AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",253.00   ,"500 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.929     ,2.048    ,2.04       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5248       ","MV105 ALE 600 35KV 133 CTS    ","MV105 600 AL, 420 EPR,CTS,PVC ","F05",35.000     ,1     ,"EPR",304.00   ,"600 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.000     ,.000     ,.00        ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","N01"
"F1AE5249       ","MV105 ALE 750 35KV 133 CTS    ","MV105 750AL, 420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",380.00   ,"750 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.167    ,2.573    ,2.25       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
"F1AE5250       ","MV105 ALE 800 35KV 133 CTS    ","MV105 800 AL, 420 EPR,CTS,PVC ","F05",35.000     ,1     ,"EPR",405.00   ,"800 MCM   ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",.000     ,.000     ,.00        ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","N01"
"F1AE5251       ","MV105 ALE1000 35KV 133 CTS    ","MV105 1000AL,420EPR, CTS,  PVC","F05",35.000     ,1     ,"EPR",507.00   ,"1000 MCM  ","I09","SH1","T02","MAE","PVC","AWG","S31","AL ","PRS",1.350    ,2.976    ,2.40       ,"MAE","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","037","YES","NA1"
